FCCY,$11.5,1439684402452,16670
SRCE,$31.28,1439684402620,21517
VNET,$20.66,1439684402637,200730
FLWS,$9.56,1439684402697,126247
TWOU,$36.03,1439684402797,576550
DSLV,$62.91,1439684402835,21916
DGLD,$85.97,1439684402882,2192
UGLD,$8.83,1439684402914,94710
FCTY,$7.61,1439684402946,4394
USLV,$14.535,1439684403046,190883
TFSCU,$10.14,1439684403187,1300
PIH,$7.64,1439684403239,1730
JOBS,$28.7271,1439684403454,106996
AAON,$23.23,1439684403561,51218
CAFD,$15.77,1439684403674,185031
AVHI,$14.11,1439684403688,28080
EGHT,$8.55,1439684403722,333074
SIXD,$3.03,1439684403736,277881
SHLM,$35.6,1439684403757,80215
ABY,$22.52,1439684403838,705220
ABGB,$5.07,1439684403984,74422
ABEO,$5.35,1439684404119,186951
ABEOW,$2.13,1439684404129,1800
ABMD,$103.92,1439684404221,557866
ABAX,$48.45,1439684404239,84225
AXAS,$1.81,1439684404275,379122
ACAD,$37.88,1439684404617,571839
ACHC,$81.02,1439684404636,311607
ACTG,$8.57,1439684404666,116786
ACST,$0.41,1439684404777,20840
AXDX,$19.22,1439684404787,155089
XLRN,$31.28,1439684404826,212721
VXDN,$16.72,1439684404840,1110
ARAY,$6.23,1439684404922,283727
VXUP,$17.05,1439684405123,14800
ANCX,$19.13,1439684405179,19975
ACET,$25.32,1439684405295,55221
AKAO,$7.64,1439684405322,182132
ACRX,$4.46,1439684405337,81777
ACHN,$7.35,1439684405391,1246701
ACIW,$23.03,1439684405575,255964
ACNB,$20.2,1439684405603,12133
ACOR,$31.84,1439684405712,146788
ACTS,$1.57,1439684405739,17679
ATVI,$28.6766,1439684405758,1426727
ACPW,$1.92,1439684405778,26789
ACTA,$13.65,1439684405871,87725
ADMS,$22.15,1439684406027,68231
ACUR,$0.66,1439684406092,12742
ACXM,$21.16,1439684406112,163423
ADAP,$14.36,1439684406310,65347
ADMP,$3.49,1439684406334,43459
AEY,$2.38,1439684406505,372
ADUS,$28.7,1439684406532,31604
ADEP,$7.17,1439684406574,23908
ADMA,$9.31,1439684406593,6927
ADTN,$15.95,1439684406689,966602
ADBE,$86.12,1439684406709,1488568
ADRO,$20.83,1439684406767,165437
AMD,$1.84,1439684406874,4424699
AEIS,$26.64,1439684406957,69176
ADXSW,$11.8,1439684407032,14645
ADXS,$16.7101,1439684407184,752304
AEGR,$17.98,1439684407371,572297
YPRO,$23.04,1439684407380,9376
AERI,$15.37,1439684407517,324248
AEGN,$19.05,1439684407568,123840
AEHR,$2.25,1439684407591,3082
AMTX,$3.45,1439684407628,24341
AEPI,$57.37,1439684407677,21296
AEZS,$0.1499,1439684407845,13347466
AVAV,$26.28,1439684407916,73093
AEMD,$6.99,1439684407935,55905
AFMD,$11.15,1439684408055,334621
AFFX,$9.64,1439684408078,488622
AGEN,$7.27,1439684408232,586801
AGRX,$9.06,1439684408315,32532
AGYS,$9.38,1439684408368,30967
AGFS,$10.85,1439684408413,74835
AGFSW,$2.34,1439684408459,25900
AGIO,$90.75,1439684408517,345968
AIRM,$39.93,1439684408625,106084
AIMT,$26.05,1439684408782,232264
AIRT,$23.2,1439684408854,250
AMCN,$4.82,1439684408877,151232
ATSG,$9.76,1439684408901,88070
AIXG,$5.94,1439684408952,8324
AKAM,$73.37,1439684409039,773832
AKER,$3.89,1439684409274,9034
AKBA,$7.1,1439684409289,263383
AKRX,$42.92,1439684409396,267001
ALSK,$2.08,1439684409420,97807
ALRM,$16.91,1439684409461,68575
ABDC,$12.93,1439684409535,35070
AMRI,$20.55,1439684409607,197494
ADHD,$8.71,1439684409645,222034
ALDR,$36.83,1439684409766,390608
ALXN,$185.41,1439684409911,547448
ALXA,$1.14,1439684409943,26913
ALDX,$8.04,1439684409953,21110
ALCO,$43.45,1439684409977,31219
ALGN,$60.57,1439684410133,200157
ALIM,$3.89,1439684410146,99554
ALGT,$232.87,1439684410355,82221
ALKS,$65.81,1439684410389,824990
ALLB,$23.73,1439684410531,13869
AMOT,$18.36,1439684410833,47491
AHGP,$35.97,1439684410843,35741
AHPI,$1.45,1439684410864,840
ARLP,$24.81,1439684410875,237016
AFOP,$18.88,1439684410895,59913
AIQ,$15.22,1439684410909,11364
ALQA,$4.71,1439684410969,14930
ALLT,$5.12,1439684411301,58210
AFAM,$48.29,1439684411352,41050
MDRX,$14.2339,1439684411438,2021647
AOSL,$7.51,1439684411449,50258
ALNY,$105.74,1439684411470,277534
ATEC,$0.69,1439684411722,172754
ALTR,$49.03,1439684411766,1221987
AMAG,$62.95,1439684411860,322216
AIMC,$26.47,1439684411881,138888
AMRN,$2.34,1439684411903,507489
AMRK,$10.59,1439684411923,3382
ASPS,$29.91,1439684411975,79204
AYA,$23.16,1439684412135,29252
AMZN,$531.8,1439684412174,1034705
AMBC,$16.8,1439684412446,162638
AMBCW,$8.26,1439684412502,2275
AMBA,$108.62,1439684412625,850438
AMDA,$0.51,1439684412732,1545260
AMCX,$74.87,1439684412781,298626
EPAX,$2.41,1439684412798,319443
DOX,$60.03,1439684412846,461039
AMED,$45.38,1439684412913,117758
UHAL,$384.51,1439684412925,18282
ATAX,$5.35,1439684413064,56831
ASBI,$22.88,1439684413119,851
AAL,$42.94,1439684413225,2788427
AMOV,$18.68,1439684413237,2426
AGNC,$19.95,1439684413349,1320962
AGNCB,$24.2,1439684413365,4281
AGNCP,$25.28,1439684413662,2679
MTGE,$15.82,1439684413755,166745
ANCI,$1.69,1439684413909,1232
ACSF,$12.8,1439684413977,27575
ACAS,$14.23,1439684414012,595829
AMIC,$10.26,1439684414076,3
AMNB,$23.23,1439684414233,8672
AETI,$4.05,1439684414271,1241
ANAT,$104.931,1439684414291,15994
APEI,$22.03,1439684414489,36788
AMRB,$10.1,1439684414604,5564
ASEI,$39.89,1439684414621,32018
ARII,$40.52,1439684414647,156983
AMWD,$65.3878,1439684414850,87312
AMSWA,$9.31,1439684414871,28210
AMSC,$4.11,1439684414915,25769
AMSF,$50.37,1439684415098,30540
CRMT,$46.35,1439684415122,13664
ASRV,$3.3,1439684415143,2858
ABCB,$28.058,1439684415163,122269
ATLO,$23.46,1439684415514,3702
AMGN,$167.72,1439684415589,1715864
FOLD,$15.97,1439684415664,824112
AMKR,$4.45,1439684415796,785910
AMPH,$14.64,1439684415808,158759
AMSG,$84.8,1439684415993,199521
ASYS,$5.83,1439684416151,54662
AFSI,$62.9255,1439684416223,254270
ANAD,$0.3061,1439684416276,553257
ADI,$58.84,1439684416315,871498
AMRS,$1.68,1439684416341,87693
ANAC,$136.22,1439684416353,395676
ALOG,$78.8,1439684416530,69157
ANCB,$22.95,1439684416644,830
ABCW,$41.532,1439684416740,13741
ANSS,$94.26,1439684417050,265800
ANIP,$54.76,1439684417081,152414
AMCF,$0.3,1439684417101,36055
ANGO,$14.88,1439684417179,59404
ATRS,$1.89,1439684417201,387131
ANGI,$4.4,1439684417304,217296
ANIK,$35.96,1439684417356,57914
ANTH,$9.22,1439684417431,581423
ABAC,$0.92,1439684417475,4540
ATNY,$2.41,1439684417591,1519
APIC,$8.14,1439684417609,120354
APOG,$54.27,1439684417694,230022
APOL,$11.77,1439684417763,591187
AINV,$6.7571,1439684417870,1466887
AAPL,$116.14,1439684418174,24640968
ARCI,$1.36,1439684418190,543
APPF,$16.75,1439684418229,25821
APDNW,$1.29,1439684418310,2500
AGTC,$15.64,1439684418330,42383
AMAT,$16.64,1439684418378,24370499
APDN,$3.37,1439684418401,80801
AMCC,$5.85,1439684418497,944701
AAOI,$22.11,1439684418643,229080
AREX,$2.69,1439684418712,237180
APRI,$1.19,1439684418748,45007
AQXP,$22.25,1439684418895,2857817
AQMS,$5.44,1439684418907,36756
APTO,$5.26,1439684418933,1382
AUMA,$9.75,1439684419173,1486
AUMAW,$0.27,1439684419341,9600
PETX,$16.98,1439684419361,171169
ABUS,$8.4978,1439684419414,297770
ABIO,$0.92,1439684419535,222980
RKDA,$4.69,1439684419679,10701
ARCW,$3.74,1439684419700,6686
ARDM,$7.49,1439684419722,164
ARCB,$32.61,1439684419877,134416
ACGL,$73.4547,1439684419996,200784
ARDX,$18.91,1439684420016,59867
ACAT,$30,1439684420088,78303
ARNA,$3.397,1439684420180,1055655
ARCC,$16.14,1439684420313,687294
AGIIL,$25.37,1439684420394,3309
AGII,$57.86,1439684420411,79188
ARIS,$3.32,1439684420620,300
ARGS,$4.21,1439684420643,14978
ARIA,$7.27,1439684420654,1332183
ARKR,$25.4,1439684420673,116
ARMH,$42.47,1439684420728,10028759
ARTX,$1.57,1439684420898,104073
ARWAU,$10.11,1439684421146,1334
ARRY,$5.7,1439684421199,635862
ARQL,$1.69,1439684421343,44695
ARRS,$27.5836,1439684421507,439421
DWAT,$10.4642,1439684421581,1950
ARWR,$5.52,1439684421636,981689
ARTNA,$22.38,1439684421666,13665
ARTW,$4.5,1439684421768,2770
AROW,$27.56,1439684421814,9694
ASBB,$24.82,1439684421824,232
ASNA,$12.36,1439684422006,725469
ASND,$17.02,1439684422086,67219
APWC,$2.0912,1439684422318,1000
ASCMA,$29.02,1439684422389,105505
ASTI,$0.22,1439684422434,731544
ASMI,$38.99,1439684422590,1156
ASML,$92.69,1439684422726,1154458
AZPN,$37.65,1439684422774,2950503
ASFI,$9.14,1439684422950,11702
ASTE,$38.59,1439684423020,65215
ASMB,$13.28,1439684423121,51498
ATRO,$60.31,1439684423132,151389
ASTC,$2.39,1439684423231,9367
ATAI,$3.19,1439684423322,8015
ALOT,$13.89,1439684423382,1069
ATHN,$138.1303,1439684423501,123936
ASUR,$6.07,1439684423511,5246
ATRA,$47.18,1439684423631,101591
AFCB,$28,1439684423699,518
ATHX,$1.19,1439684423770,84041
AAPC,$10.17,1439684423787,21
ACFC,$6.1,1439684424010,67949
AAME,$3.59,1439684424190,4202
AAWW,$45.06,1439684424246,109644
ATNI,$74.13,1439684424264,33722
ATLC,$3.98,1439684424282,1571
AFH,$17,1439684424489,26478
ATML,$7.81,1439684424546,2155297
ATOS,$0.98,1439684424603,56888
ATRC,$26.46,1439684424617,83571
ATRI,$407,1439684424822,1781
ATRM,$3.07,1439684424832,908
LIFE,$14.33,1439684425002,25342
ATTU,$14.58,1439684425073,48192
AUBN,$27.14,1439684425125,130
AUPH,$3.42,1439684425440,11765
ADAT,$0.1051,1439684425479,43263
AUDC,$3.18,1439684425497,91957
ADSK,$54.86,1439684425610,665236
ABTL,$19.79,1439684425620,170648
EARS,$5.04,1439684425630,6000
