TFSCU,$10.14,1439683502161,1300
PIH,$7.64,1439683502195,1730
FLWS,$9.56,1439683502214,126247
SRCE,$31.28,1439683502339,21517
VNET,$20.66,1439683502632,200730
FCCY,$11.5,1439683502661,16670
TWOU,$36.03,1439683502763,576550
DGLD,$85.97,1439683502782,2192
DSLV,$62.91,1439683502797,21916
UGLD,$8.83,1439683502978,94710
USLV,$14.535,1439683502996,190883
SHLM,$35.6,1439683503392,80215
AAON,$23.23,1439683503487,51218
SIXD,$3.03,1439683503528,277881
JOBS,$28.7271,1439683503544,106996
CAFD,$15.77,1439683503554,185031
EGHT,$8.55,1439683503576,333074
AVHI,$14.11,1439683503761,28080
ABAX,$48.45,1439683503929,84225
ABEOW,$2.13,1439683504022,1800
ABGB,$5.07,1439683504040,74422
ABEO,$5.35,1439683504056,186951
ABY,$22.52,1439683504145,705220
ABMD,$103.92,1439683504322,557866
AXAS,$1.81,1439683504482,379122
ACTG,$8.57,1439683504497,116786
ACAD,$37.88,1439683504544,571839
ACHC,$81.02,1439683504604,311607
ACST,$0.41,1439683504650,20840
AXDX,$19.22,1439683504869,155089
XLRN,$31.28,1439683504941,212721
ANCX,$19.13,1439683505078,19975
ARAY,$6.23,1439683505098,283727
VXDN,$16.72,1439683505107,1110
VXUP,$17.05,1439683505130,14800
ACRX,$4.46,1439683505395,81777
ACHN,$7.35,1439683505461,1246701
ACET,$25.32,1439683505484,55221
ACIW,$23.03,1439683505533,255964
ACNB,$20.2,1439683505586,12133
AKAO,$7.64,1439683505641,182132
ACOR,$31.84,1439683505829,146788
ACTS,$1.57,1439683505952,17679
ACPW,$1.92,1439683505991,26789
ATVI,$28.6766,1439683506007,1426727
ACTA,$13.65,1439683506029,87725
ACUR,$0.66,1439683506191,12742
ACXM,$21.16,1439683506299,163423
ADMS,$22.15,1439683506400,68231
ADMP,$3.49,1439683506460,43459
ADUS,$28.7,1439683506478,31604
ADAP,$14.36,1439683506567,65347
AEY,$2.38,1439683506763,372
ADEP,$7.17,1439683506800,23908
ADMA,$9.31,1439683506862,6927
ADTN,$15.95,1439683507083,966602
ADBE,$86.12,1439683507094,1488568
ADRO,$20.83,1439683507117,165437
AMD,$1.84,1439683507215,4424699
AEIS,$26.64,1439683507277,69176
ADXS,$16.7101,1439683507360,752304
FCTY,$7.61,1439683507401,4394
YPRO,$23.04,1439683507487,9376
ADXSW,$11.8,1439683507560,14645
AEGR,$17.98,1439683507633,572297
AEGN,$19.05,1439683507749,123840
AEHR,$2.25,1439683507879,3082
AMTX,$3.45,1439683507941,24341
AEPI,$57.37,1439683507959,21296
AVAV,$26.28,1439683507981,73093
AERI,$15.37,1439683507995,324248
AEZS,$0.1499,1439683508141,13347466
AEMD,$6.99,1439683508156,55905
AFMD,$11.15,1439683508961,334621
AGEN,$7.27,1439683508979,586801
AGYS,$9.38,1439683509035,30967
AGRX,$9.06,1439683509105,32532
AGIO,$90.75,1439683509120,345968
AGFSW,$2.34,1439683509165,25900
AGFS,$10.85,1439683509183,74835
AFFX,$9.64,1439683509344,488622
AIRT,$23.2,1439683509402,250
AIMT,$26.05,1439683509418,232264
AIRM,$39.93,1439683509438,106084
AMCN,$4.82,1439683509477,151232
ATSG,$9.76,1439683509529,88070
AIXG,$5.94,1439683509631,8324
AKBA,$7.1,1439683509763,263383
AKAM,$73.37,1439683509830,773832
AKER,$3.89,1439683509849,9034
AKRX,$42.92,1439683509955,267001
ALSK,$2.08,1439683511077,97807
ABDC,$12.93,1439683511088,35070
ALRM,$16.91,1439683511132,68575
ALDR,$36.83,1439683511144,390608
ALXN,$185.41,1439683511155,547448
ADHD,$8.71,1439683511167,222034
ALDX,$8.04,1439683511197,21110
AMRI,$20.55,1439683511215,197494
ALXA,$1.14,1439683511577,26913
ALGN,$60.57,1439683511595,200157
ALIM,$3.89,1439683511662,99554
ALCO,$43.45,1439683511682,31219
ALKS,$65.81,1439683511726,824990
ALGT,$232.87,1439683511768,82221
ALLB,$23.73,1439683511933,13869
AFOP,$18.88,1439683511972,59913
AHGP,$35.97,1439683512051,35741
AIQ,$15.22,1439683512067,11364
ARLP,$24.81,1439683512125,237016
AHPI,$1.45,1439683512136,840
ALQA,$4.71,1439683512161,14930
AMOT,$18.36,1439683512184,47491
ALLT,$5.12,1439683512325,58210
MDRX,$14.2339,1439683512443,2021647
AFAM,$48.29,1439683512596,41050
ALNY,$105.74,1439683512644,277534
ASPS,$29.91,1439683512695,79204
AOSL,$7.51,1439683512709,50258
ATEC,$0.69,1439683512749,172754
ALTR,$49.03,1439683512849,1221987
AIMC,$26.47,1439683512867,138888
AMRK,$10.59,1439683512934,3382
AMRN,$2.34,1439683513016,507489
AMZN,$531.8,1439683513040,1034705
AMAG,$62.95,1439683513055,322216
AYA,$23.16,1439683513208,29252
AMBCW,$8.26,1439683513407,2275
AMCX,$74.87,1439683513445,298626
AMBC,$16.8,1439683513474,162638
AMBA,$108.62,1439683513509,850438
EPAX,$2.41,1439683513527,319443
DOX,$60.03,1439683513546,461039
AMDA,$0.51,1439683513609,1545260
UHAL,$384.51,1439683513745,18282
ASBI,$22.88,1439683513831,851
AMED,$45.38,1439683513841,117758
ATAX,$5.35,1439683513859,56831
AMOV,$18.68,1439683513968,2426
AGNCB,$24.2,1439683514014,4281
AGNC,$19.95,1439683514042,1320962
AAL,$42.94,1439683514060,2788427
AGNCP,$25.28,1439683514326,2679
MTGE,$15.82,1439683514344,166745
ACAS,$14.23,1439683514446,595829
ANCI,$1.69,1439683514487,1232
ACSF,$12.8,1439683514532,27575
AETI,$4.05,1439683514547,1241
AMIC,$10.26,1439683514614,3
AMNB,$23.23,1439683514691,8672
ANAT,$104.931,1439683514813,15994
APEI,$22.03,1439683514875,36788
